Invoice #,Medicine,Manufacturer,salePerUnit,Total Items,Category,buyPerPack,salePerPack,unitsPerPack
6040,Winfer F Tab,FAMOUS 05(MISC),7.67,0,Medicine,195.5,230,0
6041,Xeten Plus Tab,FAMOUS 05(MISC),67.5,0,Medicine,1147.5,1350,0
6042,Zantum 1gm Inj,FAMOUS 05(MISC),370,0,Medicine,314.5,370,0
6043,Zantum 2gm Inj,FAMOUS 05(MISC),475,0,Medicine,425,475,0
6044,Zatraline 50 Mg Tab,FAMOUS 05(MISC),15.17,0,Medicine,386.75,455,0
6045,Acidez 120ml Syp,FAMOUS 06(AFORE),125,0,Medicine,106.25,125,0
6046,Calfor D Syp,FAMOUS 06(AFORE),146,0,Medicine,124.1,146,0
6047,Calfor D Tab,FAMOUS 06(AFORE),19,0,Medicine,323,380,0
6048,Cognogin  Syp,FAMOUS 06(AFORE),280,0,Medicine,238,280,0
6049,Droit M Tab,FAMOUS 06(AFORE),19.75,0,Medicine,335.75,395,0
6050,Elmer D Cap,FAMOUS 06(AFORE),180,0,Medicine,153,180,0
6051,Exicof Syp,FAMOUS 06(AFORE),145,0,Medicine,123.25,145,0
6052,Feriup 120ml Syp,FAMOUS 06(AFORE),155,0,Medicine,131.75,155,0
6053,Forel 400mg Tab,FAMOUS 06(AFORE),7.67,0,Medicine,195.5,230,0
6054,Maxiup 120ml Syp,FAMOUS 06(AFORE),150,0,Medicine,127.5,150,0
6055,Neuxil 30mg Cap,FAMOUS 06(AFORE),25,0,Medicine,212.5,250,0
6056,Novagen 1g Inj,FAMOUS 06(AFORE),450,0,Medicine,98,450,0
6057,Recart Tab,FAMOUS 06(AFORE),31.67,0,Medicine,807.5,950,0
6058,Safiphin 1gm Inj,FAMOUS 06(AFORE),321,0,Medicine,272.85,321,0
6059,Safiphin 250mg I.v Inj,FAMOUS 06(AFORE),101,0,Medicine,85.85,101,0
6060,Safiphin 500mg Inj,FAMOUS 06(AFORE),170,0,Medicine,144.5,170,0
6061,Nutri  Tab,FAMOUS 08(ASPIRE),30,0,Medicine,510,600,0
6062,Sundrop Ad Drop,FAMOUS 08(ASPIRE),566,0,Medicine,469.52,566,0
6063,Sundrop Oral Drop,FAMOUS 08(ASPIRE),566,0,Medicine,469.52,566,0
6064,Depranil 20mg Cap,FAMOUS 09(LAYALPUR),11.43,0,Medicine,136,160,0
6065,Esprazol 20mg Cap,FAMOUS 09(LAYALPUR),11.5,0,Medicine,195.5,230,0
6066,Esprazol 40mg Cap,FAMOUS 09(LAYALPUR),21.85,0,Medicine,371.45,437,0
6067,Evdon 10mg Tab,FAMOUS 09(LAYALPUR),4.3,0,Medicine,182.75,215,0
6068,Evdon V 10mg Tab,FAMOUS 09(LAYALPUR),5.2,0,Medicine,221,260,0
6069,Everxim 400mg Cap,FAMOUS 09(LAYALPUR),65,0,Medicine,276.25,325,0
6070,Kinzole 40mg Tab,FAMOUS 09(LAYALPUR),23.57,0,Medicine,280.5,330,0
6071,L Col 10mg Tab,FAMOUS 09(LAYALPUR),14.3,0,Medicine,121.55,143,0
6072,L Col 20mg Tab,FAMOUS 09(LAYALPUR),25,0,Medicine,212.5,250,0
6073,Maricox Tab,FAMOUS 09(LAYALPUR),5.59,0,Medicine,95,111.8,0
6074,Mirisart 50mg Tab,FAMOUS 09(LAYALPUR),9.25,0,Medicine,157.25,185,0
6075,Mirisart Plus Tab,FAMOUS 09(LAYALPUR),13.45,0,Medicine,228.65,269,0
6076,Move Ease 2mg Tab,FAMOUS 09(LAYALPUR),8.3,0,Medicine,70.55,83,0
6077,Novo Liv Syp,FAMOUS 09(LAYALPUR),129,0,Medicine,109.65,129,0
6078,Novo Max 240ml Syp,FAMOUS 09(LAYALPUR),240,0,Medicine,204,240,0
6079,Remedy 500mg Inj,FAMOUS 09(LAYALPUR),46,0,Medicine,391,460,0
6080,Tangulair 10mg Tab,FAMOUS 09(LAYALPUR),21.07,0,Medicine,250.75,295,0
6081,Tangulair 5mg Tab,FAMOUS 09(LAYALPUR),13.93,0,Medicine,165.75,195,0
6082,Calcin Alpha Cap,FAMOUS 12(NATIVE),15,0,Medicine,382.5,450,0
6083,Calcin Alpha Syp,FAMOUS 12(NATIVE),130,0,Medicine,110.5,130,0
6084,Calcin Alpha Tab,FAMOUS 12(NATIVE),17,0,Medicine,289,340,0
6085,"Orbit Cf Tab 30,s",FAMOUS 12(NATIVE),8.33,0,Medicine,212.5,250,0
6086,Tizer Syp,FAMOUS 12(NATIVE),180,0,Medicine,153,180,0
6087,Baclin 10mg Tab,FAMOUS 13(MAQ),10.33,0,Medicine,263.5,310,0
6088,Baclin 20mg Tab,FAMOUS 13(MAQ),0.03,0,Medicine,1,1,0
6089,Catmint Tab,FAMOUS 13(MAQ),21.67,0,Medicine,552.5,650,0
6090,Ceclofin 100mg Tab,FAMOUS 13(MAQ),11.67,0,Medicine,296.65,350,0
6091,D W 10% 500ml A.z Paksol,FAMOUS 13(MAQ),100,0,Medicine,78.5,100,0
6092,D W 5% 500ml A.z Paksol,FAMOUS 13(MAQ),80,0,Medicine,56,80,0
6093,D W 5%1000ml Zeesol.siza.az,FAMOUS 13(MAQ),90,0,Medicine,66.5,90,0
6094,Dicerin 50mg Cap,FAMOUS 13(MAQ),33.83,0,Medicine,892.5,1015,0
6095,Esolive 20mg Cap,FAMOUS 13(MAQ),8.5,0,Medicine,101.15,119,0
6096,Esolive 40mg Cap,FAMOUS 13(MAQ),14.14,0,Medicine,168.3,198,0
6097,Ibelac 150mg Tab,FAMOUS 13(MAQ),482,0,Medicine,409.7,482,0
6098,Maxogest 10mg Tab,FAMOUS 13(MAQ),20,0,Medicine,340,400,0
6099,Ossis Tonic,FAMOUS 13(MAQ),850,0,Medicine,722.5,850,0
6100,Ovafred 50mg Tab,FAMOUS 13(MAQ),26.5,0,Medicine,225.25,265,0
6101,Tcd 1000 Tab,FAMOUS 13(MAQ),18.33,0,Medicine,467.5,550,0
6102,Tera Gen Sachet,FAMOUS 13(MAQ),95,0,Medicine,807.5,950,0
6103,Vimpex 100mg Tab,FAMOUS 13(MAQ),35,0,Medicine,297.5,350,0
6104,Vimpex 50mg Tab,FAMOUS 13(MAQ),35,0,Medicine,297.5,350,0
6105,Zitoprid 50mg Tab,FAMOUS 13(MAQ),18,0,Medicine,153,180,0
6106,Alex 10mg Tab,FAMOUS 14(INVOTEK),2.7,0,Medicine,22.95,27,0
6107,Pepfin 20mg Tab,FAMOUS 14(INVOTEK),7,0,Medicine,119,140,0
6108,Espidone 1mg Tab,FAMOUS 15(SURGE),13.9,0,Medicine,354.45,417,0
6109,Espidone 2mg Tab,FAMOUS 15(SURGE),23.17,0,Medicine,590.75,695,0
6110,Espidone 3mg Tab,FAMOUS 15(SURGE),36.4,0,Medicine,928.2,1092,0
6111,Espidone 4mg Tab,FAMOUS 15(SURGE),35,0,Medicine,892,1050,0
6112,Espidone Syp,FAMOUS 15(SURGE),568.84,0,Medicine,483.48,568.84,0
6113,Keptiron 250mg Tab,FAMOUS 15(SURGE),23.83,0,Medicine,614,715,0
6114,Onzip 10mg Tab,FAMOUS 15(SURGE),17.9,0,Medicine,152.15,179,0
6115,Onzip 5mg Tab,FAMOUS 15(SURGE),12.59,0,Medicine,107.01,125.9,0
6116,Onzip 7.5mg Tab,FAMOUS 15(SURGE),15.9,0,Medicine,135.15,159,0
6117,Psycate 25mg Inj,FAMOUS 15(SURGE),125.85,0,Medicine,106.97,125.85,0
6118,Reline 100mg Tab,FAMOUS 15(SURGE),45,0,Medicine,1147.5,1350,0
6119,Reline 50mg Tab,FAMOUS 15(SURGE),28,0,Medicine,714,840,0
6120,Stabler 16mg Tab,FAMOUS 15(SURGE),12.5,0,Medicine,318.75,375,0
6121,Stabler 24mg Tab,FAMOUS 15(SURGE),16.63,0,Medicine,424.15,499,0
6122,Stabler 8mg Tab,FAMOUS 15(SURGE),8.33,0,Medicine,212.5,250,0
6123,Yalpram 20mg Tab,FAMOUS 15(SURGE),9.9,0,Medicine,252.45,297,0
6124,Zedan 15mg Tab,FAMOUS 15(SURGE),14.8,0,Medicine,377.4,444,0
6125,Actif 20mg Cap,FAMOUS 16(WEBROS),5.71,0,Medicine,68,80,0
6126,Actif 40mg Cap,FAMOUS 16(WEBROS),10.71,0,Medicine,127.5,150,0
6127,Clariwab 60ml Syp,FAMOUS 16(WEBROS),223,0,Medicine,189.55,223,0
6128,Clariweb 250mg Tab,FAMOUS 16(WEBROS),15.3,0,Medicine,130.05,153,0
6129,Clariweb 500mg Tab,FAMOUS 16(WEBROS),29.5,0,Medicine,250.75,295,0
6130,Detaflam 50mg Tab,FAMOUS 16(WEBROS),3,0,Medicine,51,60,0
6131,Detamol Im Inj,FAMOUS 16(WEBROS),25,0,Medicine,212.5,250,0
6132,Gastrilium Tab,FAMOUS 16(WEBROS),2.96,0,Medicine,125.8,148,0
6133,Glofen 100mg Tab,FAMOUS 16(WEBROS),6.2,0,Medicine,158.1,186,0
6134,Glogesic Tab,FAMOUS 16(WEBROS),2.91,0,Medicine,247.75,291.47,0
6135,Loradine Tab 10mg,FAMOUS 16(WEBROS),4.5,0,Medicine,38.5,45,0
6136,Maxman Capsule,FAMOUS 16(WEBROS),150,0,Medicine,23.33,150,0
6137,Nutran Tab,FAMOUS 16(WEBROS),3.73,0,Medicine,63.32,74.5,0
6138,Webcin 250mg Tab,FAMOUS 16(WEBROS),9.8,0,Medicine,83.3,98,0
6139,Webcin 500mg Tab,FAMOUS 16(WEBROS),18.6,0,Medicine,93.5,186,0
6140,Weblon Cap,FAMOUS 16(WEBROS),30,0,Medicine,255,300,0
6141,De One Oral Drops,FAMOUS 18(ASTA MED),230,0,Medicine,195.5,230,0
6142,De One Soft Caps,FAMOUS 18(ASTA MED),12,0,Medicine,306,360,0
6143,Irochel 120ml Syp,FAMOUS 18(ASTA MED),95,0,Medicine,80.75,95,0
6144,Irochel Tab,FAMOUS 18(ASTA MED),8.5,0,Medicine,216.75,255,0
6145,Aptec Syp,FAMOUS 19(FOUR SEASONS),149,0,Medicine,126.65,149,0
6146,G Lox Syp,FAMOUS 19(FOUR SEASONS),250,0,Medicine,212.5,250,0
6147,Heprocil Cap,FAMOUS 19(FOUR SEASONS),15,0,Medicine,382.5,450,0
6148,Heprocil Syp,FAMOUS 19(FOUR SEASONS),165,0,Medicine,140.25,165,0
6149,Osta A Oral Drop,FAMOUS 19(FOUR SEASONS),250,0,Medicine,212.5,250,0
6150,Osta D Oral Drop,FAMOUS 19(FOUR SEASONS),250,0,Medicine,212.5,250,0
6151,Osta D Tab,FAMOUS 19(FOUR SEASONS),14,0,Medicine,357,420,0
6152,Roviton Tab,FAMOUS 19(FOUR SEASONS),15,0,Medicine,382.5,450,0
6153,Seacof Syp,FAMOUS 19(FOUR SEASONS),170,0,Medicine,144.5,170,0
6154,Smile Oral Drop,FAMOUS 19(FOUR SEASONS),120,0,Medicine,102,120,0
6155,Smile Syp,FAMOUS 19(FOUR SEASONS),190,0,Medicine,161.5,190,0
6156,Folivant Tab,FAMOUS 20(AVANT),10,0,Medicine,255,300,0
6157,Inicox 200mg Cap,FAMOUS 20(AVANT),10.3,0,Medicine,87.55,103,0
6158,Mesart 40mh Tab,FAMOUS 20(AVANT),35.71,0,Medicine,425,500,0
6159,Propex 550mg Tab,FAMOUS 20(AVANT),7.15,0,Medicine,121.55,143,0
6160,Wincomin 500mcg Tab,FAMOUS 20(AVANT),7.66,0,Medicine,130.21,153.19,0
6161,Wingab 75mg Cap,FAMOUS 20(AVANT),21.43,0,Medicine,255,300,0
6162,Cardiotec 10mg Tab,FAMOUS 23(WILSONS),4.32,0,Medicine,73.42,86.38,0
6163,Cardiotec 5mg Tab,FAMOUS 23(WILSONS),2.25,0,Medicine,38.19,44.93,0
6164,Co Cardiotec Tablets,FAMOUS 23(WILSONS),5,0,Medicine,42.5,50,0
6165,Cofex Syp,FAMOUS 23(WILSONS),48,0,Medicine,40.8,48,0
6166,Dermoquin 2% Cream,FAMOUS 23(WILSONS),87,0,Medicine,73.95,87,0
6167,Dermoquin 4% Cream,FAMOUS 23(WILSONS),119.84,0,Medicine,101.86,119.84,0
6168,Diagesic P Tab,FAMOUS 23(WILSONS),21.57,0,Medicine,1833.31,2156.83,0
6169,Diagesic Plus 100mg Cap,FAMOUS 23(WILSONS),10.69,0,Medicine,244.37,320.7,0
6170,Diagesic Plus 50mg Cap,FAMOUS 23(WILSONS),6.73,0,Medicine,114.48,134.69,0
6171,Encid 20mg Cap,FAMOUS 23(WILSONS),15.97,0,Medicine,136,223.53,0
6172,Encid 40mg Cap,FAMOUS 23(WILSONS),18.93,0,Medicine,225.25,265,0
6173,Gocid 20mg Cap,FAMOUS 23(WILSONS),13.14,0,Medicine,136,184,0
6174,Gocid 40mg Cap,FAMOUS 23(WILSONS),18.21,0,Medicine,216.75,255,0
6175,Harmony 20mg Tab,FAMOUS 23(WILSONS),20,0,Medicine,170,200,0
6176,Herr C 1000 Sachet,FAMOUS 23(WILSONS),18.48,0,Medicine,157.11,184.84,0
6177,Mefgesic Tab,FAMOUS 23(WILSONS),1.53,0,Medicine,100.3,153.39,0
6178,Mytil 500mg Tab,FAMOUS 23(WILSONS),28,0,Medicine,238,280,0
6179,Normacid 400mg Tab,FAMOUS 23(WILSONS),4,0,Medicine,34,40,0
6180,Scabiderm Cream,FAMOUS 23(WILSONS),70,0,Medicine,59.5,70,0
6181,Toxinil Tab,FAMOUS 23(WILSONS),12.46,0,Medicine,276.25,373.75,0
6182,Uritac 400mg Tab,FAMOUS 23(WILSONS),9.64,0,Medicine,114.75,135,0
6183,Vistamin Tab,FAMOUS 23(WILSONS),35.8,0,Medicine,304.33,358,0
6184,Wiloxin 200mg Tab,FAMOUS 23(WILSONS),19.9,0,Medicine,169.15,199,0
6185,Deu 11 Cream,FAMOUS PHARMA,1195,0,Medicine,1015.75,1195,0
6186,Deumax Plus Lotion,FAMOUS PHARMA,598,0,Medicine,508.3,598,0
6187,Deuvit Advance Tab,FAMOUS PHARMA,21.25,0,Medicine,361.25,425,0
6188,Melatec Plus Cream,FAMOUS PHARMA,525,0,Medicine,446.25,525,0
6189,Ossecart Gel,FAMOUS PHARMA,360,0,Medicine,297.5,360,0
6190,Ossecart Tab,FAMOUS PHARMA,33.33,0,Medicine,850,1000,0
6191,Osseuse Syp,FAMOUS PHARMA,195,0,Medicine,165.75,195,0
6192,Osseuse Tab,FAMOUS PHARMA,29,0,Medicine,739.5,870,0
6193,Purel Face Wash,FAMOUS PHARMA,625,0,Medicine,531.25,625,0
6194,Rebute Cream 30gm,FAMOUS PHARMA,1295,0,Medicine,1100.75,1295,0
6195,Sigmar 10mg Tab,FAMOUS PHARMA,11.29,0,Medicine,95.92,112.85,0
6196,Solotan Spf100 Cream,FAMOUS PHARMA,1195,0,Medicine,1015.75,1195,0
6197,Uv Stat Spf 40 Sunblock,FAMOUS PHARMA,1099,0,Medicine,934.15,1099,0
6198,Zee Pro Shampoo,FAMOUS PHARMA,525,0,Medicine,446.25,525,0
6199,Farleo 250mg Tab,FARMACEUTICALS SPECIFICATION,25,0,Medicine,212,250,0
6200,Farleo 500mg Tab,FARMACEUTICALS SPECIFICATION,41.6,0,Medicine,350,416,0
6201,Povine Scrub 450ml,FARMAWISE,165,0,Medicine,140.25,165,0
6202,Povine Scurbe 60ml,FARMAWISE,30,0,Medicine,25.5,30,0
6203,Povine Solution 450ml,FARMAWISE,120,0,Medicine,102,120,0
6204,Povine Solution 60ml,FARMAWISE,29,0,Medicine,24.65,29,0
6205,Silvazine Cream 20g,FARMAWISE,43,0,Medicine,36.55,43,0
6206,Silvazine Cream 250g,FARMAWISE,365,0,Medicine,310.25,365,0
6207,Silvazine Cream 50g,FARMAWISE,116,0,Medicine,98.6,116,0
6208,Ferric M 120ml Syp,FARMEXES INTERNATIONAL LAB.,45,0,Medicine,32.73,45,0
6209,Farponix 40mg Tab,FARMIGEA  PAKISTAN LDT,12,0,Medicine,142.8,168,0
6210,Fartin 2mg Tab,FARMIGEA  PAKISTAN LDT,8,0,Medicine,68,80,0
6211,Ocucaine E/d 15ml,FARMIGEA  PAKISTAN LDT,51.95,0,Medicine,44.16,51.95,0
6212,Ocuchlor E/d 5ml,FARMIGEA  PAKISTAN LDT,9.38,0,Medicine,7.97,9.38,0
6213,Ocuciprox E/drop,FARMIGEA  PAKISTAN LDT,93.39,0,Medicine,79.38,93.39,0
6214,Ocucon A E/drop 5ml,FARMIGEA  PAKISTAN LDT,41.56,0,Medicine,35.32,41.56,0
6215,Ocufenac E/drop 5ml,FARMIGEA  PAKISTAN LDT,89.28,0,Medicine,75.89,89.28,0
6216,Ocufml Mild Drop,FARMIGEA  PAKISTAN LDT,47.78,0,Medicine,0,47.78,0
6217,Ocugan E/drop 5ml,FARMIGEA  PAKISTAN LDT,79.12,0,Medicine,67.25,79.12,0
6218,Ocugel 3ml Inj,FARMIGEA  PAKISTAN LDT,150.25,0,Medicine,127.71,150.25,0
6219,Ocugent E/drop 5ml,FARMIGEA  PAKISTAN LDT,16.27,0,Medicine,13.83,16.27,0
6220,Ocupred Forte E/d 5ml,FARMIGEA  PAKISTAN LDT,44.98,0,Medicine,38.28,44.98,0
6221,Ocupred-mild Eye/drops,FARMIGEA  PAKISTAN LDT,28.92,0,Medicine,24.57,28.92,0
6222,Ocutears E/drop 10ml,FARMIGEA  PAKISTAN LDT,35.26,0,Medicine,29.97,35.26,0
6223,Ocutim E/drop 5ml,FARMIGEA  PAKISTAN LDT,80.2,0,Medicine,68.17,80.2,0
6224,Ocutob E/drop 5ml,FARMIGEA  PAKISTAN LDT,44.72,0,Medicine,38.01,44.72,0
6225,Ocutobdex E/d 5ml,FARMIGEA  PAKISTAN LDT,155.36,0,Medicine,132.06,155.36,0
6226,Ocutrol E/drop 5ml,FARMIGEA  PAKISTAN LDT,62.4,0,Medicine,53.04,62.4,0
6227,Doricum Eye Drops 10ml,FARMILA,67,0,Medicine,56.95,67,0
6228,Flumetol Eye Drops(10ml),FARMILA,90,0,Medicine,76.5,90,0
6229,Flumetol S Eye Drops 15ml,FARMILA,93,0,Medicine,79.05,93,0
6230,Fluorobioptal Eye Drops(5ml),FARMILA,76,0,Medicine,64.6,76,0
6231,Hilatan Eye Drops,FARMILA,380,0,Medicine,323,380,0
6232,Hioptol E/drop 5ml,FARMILA,90,0,Medicine,76.5,90,0
6233,Ischemol Eye Drops 10ml,FARMILA,70,0,Medicine,59.5,70,0
6234,Liwel Cap,FARMILA,29.5,0,Medicine,0,590,0
6235,Quic E/drop 5ml,FARMILA,90,0,Medicine,76.5,90,0
6236,Tobrasone E/drop 5ml,FARMILA,155,0,Medicine,131.75,155,0
6237,Fauiji Barley Porridge 250gm,FAUJI CORPORATION,290,0,Genral Store,250,290,0
6238,Fauji  Wheat Porridge 250gm,FAUJI CORPORATION,200,0,Genral Store,175,200,0
6239,Frodic P 50mg Tab,FEROZA INTERNATIONAL PHARMACEUTICALS,4.25,0,Medicine,72.25,85,0
6240,Karmel Tab,FEROZA INTERNATIONAL PHARMACEUTICALS,3.75,0,Medicine,8,75,0
6241,Livle 500mg Tab,FEROZA INTERNATIONAL PHARMACEUTICALS,25,0,Medicine,54,250,0
6242,Noncid 20mg Cap,FEROZA INTERNATIONAL PHARMACEUTICALS,10.21,0,Medicine,22,143,0
6243,Welfam 20mg Tab,FEROZA INTERNATIONAL PHARMACEUTICALS,6.5,0,Medicine,110.5,130,0
6244,Actigem 320mg Tab,FEROZSONS,85.71,0,Medicine,510,600,0
6245,Acylex 200mg Tab,FEROZSONS,20,0,Medicine,425,500,0
6246,Acylex 400mg Tab,FEROZSONS,29.96,0,Medicine,509.32,599.2,0
6247,Acylex 800mg Tab,FEROZSONS,61.93,0,Medicine,526.41,619.3,0
6248,Acylex Oint,FEROZSONS,266.49,0,Medicine,226.52,266.49,0
6249,Acylex Syp,FEROZSONS,550,0,Medicine,467.5,550,0
6250,Aksofol Sachet,FEROZSONS,45,0,Medicine,382.5,450,0
6251,Aksoxime 400mg Cap,FEROZSONS,55,0,Medicine,233.75,275,0
6252,Aksoxime Ds Syp,FEROZSONS,195,0,Medicine,165.75,195,0
6253,Aksoxime Syp,FEROZSONS,135,0,Medicine,114.75,135,0
6254,Aurora 10mg Tab,FEROZSONS,36.61,0,Medicine,311.15,366.06,0
6255,Aurora 20mg Tab,FEROZSONS,46.5,0,Medicine,395.25,465,0
6256,Aurora 5mg Tab,FEROZSONS,13.4,0,Medicine,113.9,134,0
6257,Azobar 15ml Syp,FEROZSONS,175,0,Medicine,148.75,175,0
6258,Azobar 250mg Tab,FEROZSONS,26.5,0,Medicine,135.15,159,0
6259,Azobar 500mg Tab,FEROZSONS,48.67,0,Medicine,248.2,292,0
6260,Biofreeze Gel 2oz,FEROZSONS,850,0,Medicine,722.5,850,0
6261,Biofreeze Gel 4oz,FEROZSONS,1316.2,0,Medicine,1147.5,1316.2,0
6262,Biofreeze Roll On,FEROZSONS,850,0,Medicine,741.04,850,0
6263,Biofreeze Spray 4oz,FEROZSONS,1560,0,Medicine,1326,1560,0
6264,Caliptrol 10mg Tab,FEROZSONS,12.5,0,Medicine,106.25,125,0
6265,Caliptrol 20mg Tab,FEROZSONS,23,0,Medicine,195.5,230,0
6266,Caliptrol 40mg Tab,FEROZSONS,34.9,0,Medicine,296.65,349,0
6267,Carveda  3.125mg Tab,FEROZSONS,16.56,0,Medicine,140.72,165.55,0
6268,Carveda  6.25mg Tab,FEROZSONS,17.07,0,Medicine,512,512,0
6269,Carveda 12.5mg Tab,FEROZSONS,22.71,0,Medicine,579.16,681.36,0
6270,Carveda 25mg Tab,FEROZSONS,32.99,0,Medicine,280.42,329.91,0
6271,Celesta 20mg Tab,FEROZSONS,13.93,0,Medicine,168.07,195,0
6272,Centaurus 0.5 Mg Tab,FEROZSONS,100,0,Market Special,2400,3000,0
6273,Cimet 400mg Tab,FEROZSONS,16.56,0,Medicine,140.72,165.55,0
6274,Cimet 60ml Susp,FEROZSONS,36.3,0,Medicine,30.86,36.3,0
6275,Ciniqua 20mg Tab,FEROZSONS,32.14,0,Medicine,382.5,450,0
6276,Ciniqua 30mg Tab,FEROZSONS,42.86,0,Medicine,510,600,0
6277,Clopid 75 Tab,FEROZSONS,23.35,0,Medicine,396.96,467.01,0
6278,Clopid Asp 75/75mg Tab,FEROZSONS,23.85,0,Medicine,405.52,477.08,0
