Invoice #,Medicine,Manufacturer,salePerUnit,Total Items,Category,buyPerPack,salePerPack,unitsPerPack
9296,Qutenza 25mg Tab,HIRANIS,10,0,Medicine,85,100,0
9297,Rabetec 20mg Tab,HIRANIS,16,0,Medicine,136,160,0
9298,Rasagin 0.5mg Tab,HIRANIS,11.4,0,Medicine,96.9,114,0
9299,Recita 10mg Tab,HIRANIS,15.5,0,Medicine,131.75,155,0
9300,Relevo 20mg Tab,HIRANIS,18.64,0,Medicine,316.72,372.71,0
9301,Rosuvast 10mg Tab,HIRANIS,25,0,Medicine,212.5,250,0
9302,Rosuvast 5mg Tab,HIRANIS,15.5,0,Medicine,131.75,155,0
9303,Serra Bd Tab,HIRANIS,24,0,Medicine,442,480,0
9304,Serrafast 15mg Tab,HIRANIS,22.5,0,Medicine,382.5,450,0
9305,Sionex 125mg (90ml) Syp,HIRANIS,131.58,0,Medicine,111.84,131.58,0
9306,Sionex 250mg Syp,HIRANIS,196.95,0,Medicine,167.41,196.95,0
9307,Sionex 500mg  Cap,HIRANIS,26.62,0,Medicine,271.47,319.38,0
9308,Sionex Bd 500mg Tab,HIRANIS,34,0,Medicine,346.8,408,0
9309,Slorit 5mg Tab,HIRANIS,21,0,Medicine,178.5,210,0
9310,Slorit Syp,HIRANIS,65,0,Medicine,55.25,65,0
9311,Tacrozemus 0.03% Ointment,HIRANIS,105,0,Medicine,89.26,105,0
9312,Tacrozemus 0.1% Ointment,HIRANIS,691.32,0,Medicine,587.62,691.32,0
9313,Tindamax 500mg Tab,HIRANIS,8.87,0,Medicine,75.41,88.72,0
9314,Tingnum 3/35/2mg Tab,HIRANIS,45,0,Medicine,765,900,0
9315,Tofajak 5mg Tab (10 Tab),HIRANIS,3650,0,Medicine,3102.5,3650,0
9316,Tolsura 100mg Cap,HIRANIS,68.75,0,Medicine,233.75,275,0
9317,Ultragesic Tab,HIRANIS,20,0,Medicine,170,200,0
9318,Viasit M 50/500mg Tab,HIRANIS,28,0,Medicine,333.2,392,0
9319,Vomipreg Tab,HIRANIS,9,0,Medicine,229.5,270,0
9320,Zargus 1mg Tab,HIRANIS,12,0,Medicine,102,120,0
9321,Zargus 2mg Tab,HIRANIS,13.5,0,Medicine,114.75,135,0
9322,Zargus 3mg Tab,HIRANIS,22,0,Medicine,187,220,0
9323,Zincosyp Syp,HIRANIS,117.81,0,Medicine,100.14,117.81,0
9324,Zolina 250mg Tab,HIRANIS,13.83,0,Medicine,117.55,138.3,0
9325,Zolina 500mg Tab,HIRANIS,33.63,0,Medicine,285.85,336.3,0
9326,Omplan Str 200gm,HNS PAKISTAN,225,0,Medicine,205,225,0
9327,Calcicare 2g Rope 12in,HOLISTER,510,0,Medicine,460,510,0
9328,Calcicare 4*4 Dressing,HOLISTER,359,0,Medicine,320,359,0
9329,Calcicare 4*8in Dressing,HOLISTER,575,0,Medicine,490,575,0
9330,Clips Holisster,HOLISTER,46,0,Medicine,39,46,0
9331,Hibiscrub Solution 100ml,HOLISTER,100,0,Medicine,84,100,0
9332,One Piece System 64mm,HOLISTER,295,0,Medicine,2600,2950,0
9333,Pharmagel 15gm Holister,HOLISTER,150,0,Medicine,130,150,0
9334,Pharmagel 30gm Holister,HOLISTER,250,0,Medicine,225,250,0
9335,Pouch Holister 102mm,HOLISTER,225,0,Medicine,1900,2250,0
9336,Pouch Holister 38mm,HOLISTER,185,0,Medicine,1650,1850,0
9337,Pouch Holister 44mm (h),HOLISTER,185,0,Medicine,1650,1850,0
9338,Pouch Holister 57mm (h),HOLISTER,185,0,Medicine,1650,1850,0
9339,Pouch Holister 70mm (h),HOLISTER,190,0,Medicine,1650,1900,0
9340,Pouch Urostomy  44mm ( H),HOLISTER,233.5,0,Medicine,2100,2335,0
9341,Premium Paste Adapt,HOLISTER,690,0,Medicine,620,690,0
9342,Premium Powder(adapt),HOLISTER,710,0,Medicine,640,710,0
9343,Restore Plus 6*8,HOLISTER,630,0,Medicine,1700,1890,0
9344,Restore Plus 8*8,HOLISTER,960,0,Medicine,2580,2880,0
9345,Tubitape 2'',HOLISTER,42.5,0,Medicine,230,255,0
9346,Hepaguard Elixir 120ml,HOME CHEMICAL INDUSTRIES,450,0,Medicine,0,450,0
9347,Ipod 100mg Cap,HOPE PHARMA,20.57,0,Medicine,244.8,288,0
9348,Wrd D Inj,HOPE PHARMA,134.75,0,Medicine,114.53,134.75,0
9349,Xactum 1gm Inj,HOPE PHARMA,250,0,Medicine,212.5,250,0
9350,Xactum 2gm Inj,HOPE PHARMA,350,0,Medicine,297.5,350,0
9351,250 Tab,HORIZON,250,0,Medicine,10,250,0
9352,Ablixa 10mg Tab,HORIZON,25,0,Medicine,637.5,750,0
9353,Ack Derm Soap,HORIZON,175,0,Medicine,148.75,175,0
9354,Alvostan 5/160mg Tab,HORIZON,35,0,Medicine,416.5,490,0
9355,Alvostan 5/80mg Tab,HORIZON,27.86,0,Medicine,331.5,390,0
9356,Anxolite 3mg Tab,HORIZON,3,0,Medicine,76.5,90,0
9357,Azocin 250mg Cap,HORIZON,25.5,0,Medicine,216.76,255,0
9358,Canalac 120ml Syp,HORIZON,142,0,Medicine,120.7,142,0
9359,Cefyl Esf 120ml Syp,HORIZON,81.4,0,Medicine,69.19,81.4,0
9360,Cefyl Esf Syp 125ml,HORIZON,81.4,0,Medicine,31.57,81.4,0
9361,Cefyl P Syp 60ml,HORIZON,47.98,0,Medicine,40.78,47.98,0
9362,Cefyl P Syp 90ml,HORIZON,65.48,0,Medicine,55.66,65.48,0
9363,Cipamox 500mg Cap,HORIZON,8.62,0,Medicine,73.3,86.23,0
9364,Cipness 250mg Tab,HORIZON,12,0,Medicine,102,120,0
9365,Cipness 500mg Tab,HORIZON,30,0,Medicine,255,300,0
9366,Ciprocide 250mg Tab,HORIZON,10.2,0,Medicine,86.67,101.97,0
9367,Ciprocide 500mg Tab,HORIZON,19.57,0,Medicine,166.35,195.7,0
9368,Crohist 320mg Tab,HORIZON,100,0,Medicine,595,700,0
9369,Cynodex C Syp,HORIZON,31.1,0,Medicine,26.44,31.1,0
9370,Cynodox  Sf Syp,HORIZON,69,0,Medicine,58.65,69,0
9371,Cynodox C Forte Cap,HORIZON,3.6,0,Medicine,91.8,108,0
9372,D Zone Oral Solution,HORIZON,234,0,Medicine,204,234,0
9373,Dexxoo 30mg Cap,HORIZON,35,0,Medicine,892.5,1050,0
9374,Dexxoo 60mg Cap,HORIZON,55,0,Medicine,1402.5,1650,0
9375,Dits 40mg Cap,HORIZON,17.86,0,Medicine,212.5,250,0
9376,Dosteril Tab,HORIZON,14.07,0,Medicine,358.7,422,0
9377,Doxelo 30mg Cap,HORIZON,25,0,Medicine,297.5,350,0
9378,Doxelo 60mg Cap,HORIZON,35,0,Milk,297.5,350,0
9379,E Cital 10mg Tab,HORIZON,18,0,Medicine,459,540,0
9380,Empaa 10mg Tab,HORIZON,35,0,Medicine,833,980,0
9381,Empaa 25mg Tab,HORIZON,50,0,Medicine,1190,1400,0
9382,Empaa L 10/5mg Tab 28',HORIZON,22.86,0,Medicine,544,640,0
9383,Empaa L 25/5mg Tab,HORIZON,45,0,Medicine,1071,1260,0
9384,Empaa M 12.5/500mg Tab,HORIZON,38,0,Medicine,904.4,1064,0
9385,Empaa M Xr 12.5/1000mg Tab,HORIZON,50,0,Medicine,595,700,0
9386,Empaa M Xr 25/1000mg Tab,HORIZON,50,0,Medicine,595,700,0
9387,Endtron 8mg Inj,HORIZON,110,0,Medicine,467.5,550,0
9388,Endtron 8mg Tab,HORIZON,37.5,0,Medicine,318.75,375,0
9389,Eplacard 100mg Tab,HORIZON,6,0,Medicine,51,60,0
9390,Eplacard 50mg Tab,HORIZON,2.5,0,Medicine,63.75,75,0
9391,Eplazyme Cap,HORIZON,3.9,0,Medicine,66.3,78,0
9392,Equasert 50mg Tab,HORIZON,20,0,Medicine,510,600,0
9393,Etod 60mg Tab,HORIZON,12.33,0,Medicine,314.5,370,0
9394,Eucalmin Tab,HORIZON,8,0,Medicine,136,160,0
9395,Extacy Plus Condom,HORIZON,150,0,Condom,60,150,0
9396,Fexofin 120mg Tab,HORIZON,17.5,0,Medicine,446.25,525,0
9397,Fexofin 180mg Tab,HORIZON,13.8,0,Medicine,351.9,414,0
9398,Fleet 75mg Tab,HORIZON,20,0,Medicine,510,600,0
9399,Fleet Plus Tab,HORIZON,25,0,Medicine,637.5,750,0
9400,Folifol 400mcg Tab,HORIZON,12.87,0,Medicine,280.5,386.1,0
9401,Freda 15mg Tab,HORIZON,27,0,Medicine,688.5,810,0
9402,Freda 7.5mg Tab,HORIZON,5.13,0,Medicine,132.6,154,0
9403,Fungi Rid 1% Cream,HORIZON,168,0,Medicine,142.8,168,0
9404,Fungi Rid 125mg Tab,HORIZON,35,0,Medicine,297.5,350,0
9405,Fungi Rid 250mg Tab,HORIZON,40,0,Medicine,340,400,0
9406,Histamol D 120ml Syp,HORIZON,86.07,0,Medicine,73.16,86.07,0
9407,Iboxime 100mg Syp,HORIZON,250,0,Medicine,212.5,250,0
9408,Iboxime 200mg Syp,HORIZON,250,0,Medicine,212.5,250,0
9409,Iboxime 400mg Cap,HORIZON,78.8,0,Medicine,334.9,394,0
9410,Ignite 50mg Tab,HORIZON,25.33,0,Medicine,646,760,0
9411,Inglot D Syp,HORIZON,234,0,Medicine,198.9,234,0
9412,Inglot D Tab,HORIZON,17.55,0,Medicine,459,526.5,0
9413,Iromose F Tab,HORIZON,9.33,0,Medicine,238,280,0
9414,Itozon 50mg,HORIZON,23,0,Medicine,586.5,690,0
9415,Kors 1gm Inj,HORIZON,300,0,Medicine,255,300,0
9416,Kors 2gm Inj,HORIZON,400,0,Medicine,340,400,0
9417,Lacura 1g Inj,HORIZON,350,0,Medicine,327.25,350,0
9418,Lemit 250mg Tab,HORIZON,25,0,Medicine,212.5,250,0
9419,Lemit 500mg Tab,HORIZON,35,0,Medicine,297.5,350,0
9420,Lewdes 5mg Tab,HORIZON,23,0,Medicine,195.5,230,0
9421,Litrazon 2.5mg Tab,HORIZON,75,0,Medicine,1912.5,2250,0
9422,Lukin 100mg Cap,HORIZON,5.27,0,Medicine,134.3,158,0
9423,Milk D Tab,HORIZON,854,0,Medicine,620.5,854,0
9424,Mofoxin 400mg Tab,HORIZON,95,0,Medicine,403.75,475,0
9425,Mucogin 4mg Cap,HORIZON,19,0,Medicine,484.5,570,0
9426,Mucogin Inj,HORIZON,88,0,Medicine,448.8,528,0
9427,Myconit Cream,HORIZON,77.11,0,Medicine,55.25,77.11,0
9428,Myconit H Cream,HORIZON,79,0,Medicine,67.15,79,0
9429,Mylakast 10mg Tab,HORIZON,25,0,Medicine,637.5,750,0
9430,Mytodone 1mg Tab,HORIZON,12,0,Medicine,102,120,0
9431,Nabaxo 10mg Tab,HORIZON,31.2,0,Medicine,265.2,312,0
9432,Nucal K  Tab,HORIZON,20,0,Medicine,510,600,0
9433,Olaway 8mg Tab,HORIZON,18,0,Medicine,459,540,0
9434,Olvee Soap,HORIZON,350,0,Medicine,297.5,350,0
9435,Pregnalact Tab,HORIZON,15,0,Medicine,382.5,450,0
9436,Prescard 10mg Tab,HORIZON,10,0,Medicine,170,200,0
9437,Prescard 5mg Tab,HORIZON,5,0,Medicine,85,100,0
9438,Prosle 5mg Tab,HORIZON,35,0,Medicine,297.5,350,0
9439,Ramacin 250mg Cap,HORIZON,33.5,0,Medicine,284.75,335,0
9440,Ramacin 500mg Tab,HORIZON,65,0,Medicine,365.5,390,0
9441,Redrine Tab,HORIZON,3.24,0,Medicine,137.7,162,0
9442,Redzi 100mg Inj (remdesivir),HORIZON,2300,0,Medicine,2000,2300,0
9443,Sinzon 0.4mg Cap,HORIZON,35,0,Medicine,297.5,350,0
9444,Staars 10mg Tab,HORIZON,23,0,Medicine,675.75,690,0
9445,Staars 20mg Tab,HORIZON,30,0,Medicine,765,900,0
9446,Staars 5mg Tab,HORIZON,10,0,Medicine,85,100,0
9447,Sul Derm Saop,HORIZON,350,0,Medicine,297.5,350,0
9448,Sulperazone 2g Inj,HORIZON,300,0,Medicine,255,300,0
9449,Termipram 20mg Tab,HORIZON,13.57,0,Medicine,161.5,190,0
9450,Tukol 125mg Syp,HORIZON,223,0,Medicine,189.55,223,0
9451,U Cholic 250mg Cap,HORIZON,29.6,0,Medicine,251.6,296,0
9452,Valeo M 50/1000mg Tab,HORIZON,20,0,Medicine,510,600,0
9453,Valeo M 50/500mg Tab,HORIZON,20,0,Medicine,510,600,0
9454,Vaslopine 5mg Tab,HORIZON,5.75,0,Medicine,97.75,115,0
9455,Vildrozon 50mg  Tab,HORIZON,35,0,Medicine,297.5,350,0
9456,Vildrozon M 50/1000 Mg Tab,HORIZON,29,0,Medicine,345.1,406,0
9457,Vildrozon M 50/500mg Tab,HORIZON,32.86,0,Medicine,391,460,0
9458,Voloxo 2.5mg Tab,HORIZON,9,0,Medicine,229.5,270,0
9459,Voloxo 5mg Tab,HORIZON,15,0,Medicine,382,450,0
9460,Vonnp 10mg Tab,HORIZON,20,0,Medicine,510,600,0
9461,Vonnp 20mg Tab,HORIZON,40,0,Medicine,1020,1200,0
9462,Vorbo 10mg Tab,HORIZON,31,0,Medicine,368.9,434,0
9463,Vorbo 20mg Tab,HORIZON,40,0,Medicine,476,560,0
9464,Wesom 20mg Cap,HORIZON,8.5,0,Medicine,101.15,119,0
9465,Wesom 40mg Cap,HORIZON,14.93,0,Medicine,380.8,448,0
9466,Wesom Inj,HORIZON,350,0,Medicine,297.5,350,0
9467,Zoblin 50mg Cap,HORIZON,19,0,Medicine,484.5,570,0
9468,Zoblin 75mg Cap,HORIZON,21.67,0,Medicine,552.5,650,0
9469,Zonlac 30mg Inj,HORIZON,60,0,Medicine,510,600,0
9470,Zovanta 40mg Inj,HORIZON,360,0,Medicine,306,360,0
9471,Zovanta 40mg Tab,HORIZON,28.33,0,Medicine,722.5,850,0
9472,Zula Inj (2lac),HORIZON,165,0,Medicine,140.25,165,0
9473,Alrin Cap,HR ENTERPRISES,15.75,0,Medicine,267.75,315,0
9474,Gastrosec 40mg Tab,HR ENTERPRISES,18.57,0,Medicine,221,260,0
9475,Ginkoside 120ml Syp,HR ENTERPRISES,175,0,Medicine,148.75,175,0
9476,Integra Syp,HR ENTERPRISES,120,0,Medicine,102,120,0
9477,Integra Tab,HR ENTERPRISES,14.5,0,Medicine,246.5,290,0
9478,Iro S Tab,HR ENTERPRISES,17,0,Medicine,289,340,0
9479,Lestrol 10mg,HR ENTERPRISES,13,0,Medicine,110.5,130,0
9480,Lestrol 20mg,HR ENTERPRISES,22,0,Medicine,187,220,0
9481,Omp 20mg Tab,HR ENTERPRISES,35.29,0,Medicine,420,494,0
9482,Salmon D Cap,HR ENTERPRISES,19.5,0,Medicine,331.5,390,0
9483,Stress Cool Syp,HR ENTERPRISES,230,0,Medicine,195.5,230,0
9484,Cefodime 250mg Inj,HUSSAIN DRUG INN,124,0,Medicine,109.02,124,0
9485,Coxobid 100mg Tab,HUSSAIN DRUG INN,4.5,0,Medicine,76.5,90,0
9486,Kefce 500mg Inj,HUSSAIN DRUG INN,150,0,Medicine,127.5,150,0
9487,Kefcef 1gm Inj,HUSSAIN DRUG INN,437.51,0,Medicine,371.88,437.51,0
9488,Prezone 1gm Inj,HUSSAIN DRUG INN,432.51,0,Medicine,367.83,432.51,0
9489,Prezone 250mg Inj,HUSSAIN DRUG INN,125.54,0,Medicine,112.98,125.54,0
9490,Prezone 500mg Inj,HUSSAIN DRUG INN,211.68,0,Medicine,190.51,211.68,0
9491,Abalin 150mg Cap,HUSSAIN EG PHARMA,25,0,Medicine,297.5,350,0
9492,Avelon 400mg Tab,HUSSAIN EG PHARMA,123.1,0,Medicine,523.18,615.52,0
9493,Ciprexis 500mg Tab,HUSSAIN EG PHARMA,21.5,0,Medicine,182.75,215,0
9494,Ficx Ds Syp,HUSSAIN EG PHARMA,280,0,Medicine,238,280,0
9495,Pextrin 20mg Tab,HUSSAIN EG PHARMA,10.56,0,Medicine,179.57,211.25,0
9496,Vitco D Inj,HUSSAIN EG PHARMA,142.53,0,Medicine,121.15,142.53,0
9497,Air D Syp 60ml,HUSSAIN MISC,200,0,Medicine,170,200,0
9498,Air D Tab,HUSSAIN MISC,31,0,Medicine,263.5,310,0
9499,Amanta Tab,HUSSAIN MISC,20.01,0,Medicine,1,400.29,0
9500,Amxim Syp,HUSSAIN MISC,180,0,Medicine,0,180,0
9501,"Arja 320mg Tab 7,s",HUSSAIN MISC,127.14,0,Medicine,756.5,890,0
9502,Azolex 0.5mg Tab,HUSSAIN MISC,4,0,Medicine,102,120,0
9503,Bacgen Tab 10mg,HUSSAIN MISC,4.77,0,Medicine,121.55,143,0
9504,Bacteflox 200mg Tab,HUSSAIN MISC,24.73,0,Medicine,210.16,247.25,0
9505,Bacteronil 500 Mg Tab,HUSSAIN MISC,26,0,Medicine,221,260,0
9506,Bactonill 250 Mg,HUSSAIN MISC,21,0,Medicine,178.5,210,0
9507,Broma 3mg Tab,HUSSAIN MISC,2,0,Medicine,51,60,0
9508,Bruxicam 20mg Cap,HUSSAIN MISC,9.66,0,Medicine,123.12,144.85,0
9509,Calcimed Tab,HUSSAIN MISC,18,0,Medicine,306,360,0
9510,Cazma Tab,HUSSAIN MISC,15,0,Medicine,382.5,450,0
9511,Ceftim 1gm Inj,HUSSAIN MISC,237,0,Medicine,201.45,237,0
9512,Cipacin 250mg Tab,HUSSAIN MISC,8.5,0,Medicine,72.25,85,0
9513,Cipacin 500 Tab,HUSSAIN MISC,16.8,0,Medicine,142.8,168,0
9514,Cloradin M / Wash,HUSSAIN MISC,148,0,Medicine,133.2,148,0
9515,Coli Rol Drop,HUSSAIN MISC,260,0,Medicine,221,260,0
9516,Coli Rol Stat Cap,HUSSAIN MISC,165,0,Medicine,140.25,165,0
9517,Compan 550mg Tab,HUSSAIN MISC,12.5,0,Medicine,212.5,250,0
9518,Debax Mouth Spray,HUSSAIN MISC,175,0,Medicine,157.25,175,0
9519,Eprim Cap,HUSSAIN MISC,430,0,Medicine,365.5,430,0
9520,Esoser 40mg Cap,HUSSAIN MISC,20,0,Medicine,238,280,0
9521,Famodin 20mg Tab,HUSSAIN MISC,10,0,Medicine,204,240,0
9522,Fedxil 500mg Caps,HUSSAIN MISC,15,0,Medicine,153,180,0
9523,Fencid 40mg Tab,HUSSAIN MISC,8,0,Medicine,68,80,0
9524,Folivit Tab,HUSSAIN MISC,8.67,0,Medicine,221,260,0
9525,Gastofit Syp,HUSSAIN MISC,235,0,Medicine,199.75,235,0
9526,Gaticobaxin 200mg Tab,HUSSAIN MISC,13.5,0,Medicine,114.75,135,0
9527,Gaticobaxin 400mg Tab,HUSSAIN MISC,27,0,Medicine,114.75,135,0
9528,Genvit Tab,HUSSAIN MISC,30,0,Medicine,255,300,0
9529,Gilogin Tab,HUSSAIN MISC,22.5,0,Medicine,382.5,450,0
9530,Glitter Health Milk,HUSSAIN MISC,280,0,Milk,238,280,0
9531,Hemo Malt Syp,HUSSAIN MISC,120,0,Medicine,92.72,120,0
9532,Hepa Fit Syp,HUSSAIN MISC,180,0,Medicine,153,180,0
9533,Iro 5 Tab,HUSSAIN MISC,15,0,Medicine,255,300,0
9534,Itowrd 50mg Tab,HUSSAIN MISC,21.66,0,Medicine,552.34,649.82,0
9535,Labax Cap,HUSSAIN MISC,27.5,0,Medicine,467.5,550,0
9536,Liv John Powder,HUSSAIN MISC,2800,0,Medicine,2380,2800,0
9537,Lomide Tab,HUSSAIN MISC,1,0,Medicine,17,20,0
9538,Lubifen 100mg Tab,HUSSAIN MISC,5,0,Medicine,127.5,150,0
9539,Meca Tab,HUSSAIN MISC,9,0,Medicine,229.5,270,0
9540,Mecotop Cap,HUSSAIN MISC,5.47,0,Medicine,139.4,164,0
9541,Mega Cod Oil Caps,HUSSAIN MISC,300,0,Medicine,255,300,0
9542,Miracist Tab,HUSSAIN MISC,225,0,Medicine,4050,4500,0
9543,Miradol Tab,HUSSAIN MISC,99.83,0,Medicine,5391,5990,0
9544,Mogrell Tab,HUSSAIN MISC,16.6,0,Medicine,141.1,166,0
9545,Namgin Syp,HUSSAIN MISC,175,0,Medicine,148.75,175,0
9546,Neukit 500mg Tab,HUSSAIN MISC,5.75,0,Medicine,98,115,0
9547,Nexole 30mg Cap,HUSSAIN MISC,7.07,0,Medicine,84.15,99,0
9548,Oase Plus Tab,HUSSAIN MISC,28,0,Medicine,476,560,0
9549,Odemin 40mg Tab,HUSSAIN MISC,13,0,Medicine,331.5,390,0
9550,Ophth  Win Tab,HUSSAIN MISC,13,0,Medicine,221,260,0
9551,Oradin Mouth Wash,HUSSAIN MISC,110,0,Medicine,90,110,0
9552,Organics N Tab,HUSSAIN MISC,15,0,Medicine,255,300,0
9553,Osh Cal Syp,HUSSAIN MISC,225,0,Medicine,191.25,225,0
9554,Osh Cal Tab,HUSSAIN MISC,24,0,Medicine,408,480,0
9555,Osh Il Syp,HUSSAIN MISC,240,0,Medicine,204,240,0
9556,Osh Il Tab,HUSSAIN MISC,24,0,Medicine,408,480,0
9557,Ovashe Sachet,HUSSAIN MISC,62.06,0,Medicine,527.5,620.6,0
9558,Paingo Lotion,HUSSAIN MISC,145,0,Medicine,123.25,145,0
9559,Pandom Tab,HUSSAIN MISC,22,0,Medicine,261.8,308,0
9560,Piotec Plus 15+500 Tab,HUSSAIN MISC,7,0,Medicine,83.3,98,0
9561,Piotec Plus 15+850 Tab,HUSSAIN MISC,7.14,0,Medicine,85,100,0
9562,Pregnancy Strips,HUSSAIN MISC,20,0,Surgical,520,1000,0
9563,Protofix 40mg Tab,HUSSAIN MISC,11,0,Medicine,93.5,110,0
9564,Quetogen 100mg Tab,HUSSAIN MISC,22.5,0,Medicine,191.25,225,0
9565,Quetogen 25mg Tab,HUSSAIN MISC,10,0,Medicine,85,100,0
9566,Rasthro 250 Mg Cap,HUSSAIN MISC,25.5,0,Medicine,216.75,255,0
9567,Sams Uslim Tab,HUSSAIN MISC,750,0,Medicine,588.46,750,0
9568,Sams Vit X Tab,HUSSAIN MISC,750,0,Medicine,588.46,750,0
9569,Scab Off Lotion 60ml,HUSSAIN MISC,206.47,0,Medicine,175.49,206.47,0
9570,Sernomega Cap,HUSSAIN MISC,300,0,Medicine,255,300,0
9571,Sita Form 50/500mg Tab,HUSSAIN MISC,25,0,Medicine,212.5,250,0
9572,Solido Cap,HUSSAIN MISC,19.5,0,Medicine,497.25,585,0
9573,Solido Caps,HUSSAIN MISC,19.5,0,Medicine,497.3,585,0
9574,Solrin Forte Cap,HUSSAIN MISC,150,0,Medicine,127.5,150,0
9575,Solrin Junior Drops,HUSSAIN MISC,295,0,Medicine,250.75,295,0
9576,Sonal 50mg Tab,HUSSAIN MISC,2.4,0,Medicine,40.8,48,0
9577,Sonal 75 Tab,HUSSAIN MISC,4.5,0,Medicine,76.5,90,0
9578,Sterling 100mg Tab,HUSSAIN MISC,37.5,0,Medicine,0,750,0
9579,Suldoxin Tab,HUSSAIN MISC,3,0,Medicine,25.5,30,0
9580,Sweet N Diet 100ml,HUSSAIN MISC,232,0,Medicine,202,232,0
9581,Sweet N Diet 200ml,HUSSAIN MISC,375,0,Medicine,326.51,375,0
9582,Topaz Cap,HUSSAIN MISC,25,0,Medicine,425,500,0
9583,Trisite Mouth Wash,HUSSAIN MISC,110,0,Medicine,99,110,0
9584,Trove Cap,HUSSAIN MISC,149.5,0,Medicine,1270.75,1495,0
9585,Trovit  Tab,HUSSAIN MISC,25,0,Medicine,425,500,0
9586,Ulcoat 60ml Susp,HUSSAIN MISC,70,0,Medicine,59.5,70,0
9587,Vasotone Tab,HUSSAIN MISC,2.5,0,Medicine,42.5,50,0
9588,Witaminz Tab,HUSSAIN MISC,37.5,0,Medicine,175,750,0
9589,Xtramol Inj 100ml,HUSSAIN MISC,80,0,Medicine,68,80,0
9590,Xtreemo Tab,HUSSAIN MISC,111.33,0,Medicine,1419.5,1670,0
9591,"Beyung Max Tab 20""",HUSSAIN MPC HEALTH,750,0,Medicine,637.5,750,0
9592,"Beyung Max Tab 60""",HUSSAIN MPC HEALTH,1500,0,Medicine,1275,1500,0
9593,Hair Formula Cap,HUSSAIN MPC HEALTH,750,0,Medicine,0,750,0
9594,Just Look Tab,HUSSAIN MPC HEALTH,1500,0,Medicine,0,1500,0
9595,Just Slim Cap,HUSSAIN MPC HEALTH,1500,0,Medicine,1275,1500,0
9596,Appi Fit Syp,HUSSAIN PCP LAB,220,0,Medicine,187,220,0
9597,Gumption Syp,HUSSAIN PCP LAB,745,0,Medicine,633.25,745,0
9598,Vigerex Plus Cap,HUSSAIN PCP LAB,65,0,Medicine,1105,1300,0
9599,Acne Pearl Bar,HUSSAIN PEARL,240,0,Medicine,204,240,0
9600,Acne Pearl Cream,HUSSAIN PEARL,160,0,Medicine,136,160,0
9601,Amlobest 10mg Tab,HUSSAIN PEARL,7.5,0,Medicine,127.5,150,0
9602,Amlobest 5mg Tab,HUSSAIN PEARL,3.8,0,Medicine,64.6,76,0
9603,Clodium Gel 20gm,HUSSAIN PEARL,48.8,0,Medicine,41.48,48.8,0
9604,Clodium K Tab,HUSSAIN PEARL,5.7,0,Medicine,96.9,114,0
9605,Clozole Cream,HUSSAIN PEARL,110.74,0,Medicine,94.15,110.74,0
9606,Clozole H Cream,HUSSAIN PEARL,118.32,0,Medicine,100.5,118.32,0
9607,Cyprex 250mg Syp,HUSSAIN PEARL,195,0,Medicine,165.75,195,0
9608,Cyprex 250mg Tab,HUSSAIN PEARL,9.9,0,Medicine,84.15,99,0
9609,Cyprex 500mg Tab,HUSSAIN PEARL,25,0,Medicine,212.5,250,0
9610,Diodex Gel,HUSSAIN PEARL,49.2,0,Medicine,41.77,49.2,0
9611,Diprocort C Cream,HUSSAIN PEARL,160,0,Medicine,136,160,0
9612,Diprocort C Lotion,HUSSAIN PEARL,123.7,0,Medicine,105.15,123.7,0
9613,Diprocort Cream,HUSSAIN PEARL,145,0,Medicine,123.25,145,0
9614,Diprocort G Oint,HUSSAIN PEARL,179,0,Medicine,152.15,179,0
9615,Diprocort Ointment,HUSSAIN PEARL,115,0,Medicine,97.75,115,0
9616,Diprocort S Lotion,HUSSAIN PEARL,90,0,Medicine,76.5,90,0
9617,Diprocort S Oint,HUSSAIN PEARL,160,0,Medicine,136,160,0
9618,Dupearl Gel,HUSSAIN PEARL,270,0,Medicine,229.5,270,0
9619,Esoprime 40mg Cap,HUSSAIN PEARL,19.29,0,Medicine,229.5,270,0
9620,Feroprime F Tab,HUSSAIN PEARL,9,0,Medicine,76.5,90,0
9621,Feroprime Syp,HUSSAIN PEARL,90,0,Medicine,76.5,90,0
9622,Fexoprime 180mg Tab,HUSSAIN PEARL,17.9,0,Medicine,152.15,179,0
9623,Fluka 150mg Cap,HUSSAIN PEARL,140,0,Medicine,119,140,0
9624,Fluka Syp,HUSSAIN PEARL,220,0,Medicine,187,220,0
9625,Fosedic 15gm Cream,HUSSAIN PEARL,355,0,Medicine,301.75,355,0
9626,Fosedic 15gm Ointment,HUSSAIN PEARL,345,0,Medicine,293.25,345,0
9627,Fosedic B 15gm Cream,HUSSAIN PEARL,365,0,Medicine,310.25,365,0
9628,Fosedic H 15gm Cream,HUSSAIN PEARL,398,0,Medicine,338.3,398,0
9629,Isopearl Gel 10gm,HUSSAIN PEARL,130,0,Medicine,110.5,130,0
9630,Iverterm 6mg Tab,HUSSAIN PEARL,27.5,0,Medicine,233.75,275,0
9631,Leksus 10mg Tab,HUSSAIN PEARL,5.83,0,Medicine,148.75,175,0
9632,Meriflox 400mg Tab,HUSSAIN PEARL,69,0,Medicine,293.25,345,0
9633,Nesgesic Fort Tab,HUSSAIN PEARL,3.83,0,Medicine,97.75,115,0
